CLASE;MARCA;MODELO;DMARCA;DMODELO
907;28;18;Mercedes Benz;CLASE GLE 20/... COUPE
907;28;19;Mercedes Benz;CLASE G 17/20 W463
907;28;20;Mercedes Benz;CLASE G 20/... W463
907;28;21;Mercedes Benz;CLASE ML 55 16/...
907;28;22;Mercedes Benz;CLASE GLB 20/..
907;28;23;Mercedes Benz;CLASE GLS 500
907;29;1;Hyundai;GALLOPER 5P 95/97
907;29;2;Hyundai;GALLOPER 3P 95/97
907;29;3;Hyundai;*GALLOPER EXCEED 5P 97/04
907;29;4;Hyundai;GALLOPER EXCEED 3P 97/04
907;29;5;Hyundai;SANTA FE 01/06
907;29;6;Hyundai;TERRACAN 01/07
907;29;7;Hyundai;*TUCSON 05/10
907;29;8;Hyundai;*SANTA FE 06/10 y 10/13
907;29;9;Hyundai;VERACRUZ 09/...
907;29;10;Hyundai;*TUCSON 10/14 Y 14/16
907;29;11;Hyundai;SANTA FE 13/16 Y 16/19
907;29;12;Hyundai;CRETA 16/20 Y 20/22
907;29;13;Hyundai;TUCSON 16/19 Y 19/...
907;29;14;Hyundai;GRAND SANTA FE 16/18 18/..
907;29;15;Hyundai;KONA 19/...
907;29;16;Hyundai;SANTA FE 19/...
907;29;17;Hyundai;VENUE
907;29;18;Hyundai;CRETA 22/...
907;31;1;BMW / Mini;X5 00/06 (E53) y 06/13 (E70)
907;31;2;BMW / Mini;*X3 04/11 (E83)
907;31;3;BMW / Mini;X6 08/16 (E71)
907;31;4;BMW / Mini;X1 10/16 (E84)
907;31;5;BMW / Mini;X3 12/16 Y 16/18 (F25)
907;31;6;BMW / Mini;MINI COUNTRYMAN 03/17 R60
907;31;7;BMW / Mini;X5 13/19 (F15)
907;31;8;BMW / Mini;X6 16/20 (F16)
907;31;9;BMW / Mini;X1 16/20 (F48)
907;31;10;BMW / Mini;X4 16/19 (F26)
907;31;11;BMW / Mini;MINI COUNTRYMAN 17/... F60
907;31;12;BMW / Mini;X3 18/... (G01)
907;31;13;BMW / Mini;X2 18/... (F39)
907;31;14;BMW / Mini;MINI PACEMAN 13/17 R61
907;31;15;BMW / Mini;X4 19/... (G02)
907;31;16;BMW / Mini;X5 19/... (G05)
907;31;17;BMW / Mini;X2 18/... 35 M (F39)
907;31;18;BMW / Mini;X1 20/22 (F48 LCI)
907;31;19;BMW / Mini;X6 20/... (G06)
907;32;1;Kia;SPORTAGE 93/03
907;32;2;Kia;GRAND SPORTAGE 96/03
907;32;3;Kia;SORENTO 03/10
907;32;4;Kia;SPORTAGE 04/08 y 08/10
907;32;5;Kia;MOHAVE 09/...
907;32;6;Kia;SORENTO 10/13 Y 13/16
907;32;7;Kia;SPORTAGE 11/15 Y 15/16
907;32;8;Kia;SPORTAGE 16/19 Y 19/...
907;32;9;Kia;SORENTO 16/17 17/...
907;32;10;Kia;SELTOS 20/...
907;33;1;Nissan;TERRANO II 3/5P
907;33;2;Nissan;PATROL
907;33;3;Nissan;PATHFINDER/TERRANO I 3P
907;33;4;Nissan;PATHFINDER/TERRANO I 5P 91/00
907;33;5;Nissan;PATHFINDER 5P 00/05
907;33;6;Nissan;*X-TRAIL 04/08
907;33;7;Nissan;X-TERRA 04/09
907;33;8;Nissan;PATHFINDER 5P 06/09
907;33;9;Nissan;MURANO 10/16
907;33;10;Nissan;X-TRAIL 08/12 Y 12/14
907;33;11;Nissan;MURANO 04/10
907;33;12;Nissan;ARMADA
907;33;13;Nissan;ROGUE
907;33;14;Nissan;MURANO 17/...
907;33;15;Nissan;*KICKS 17/21 P15X/P15B
907;33;16;Nissan;X-TRAIL 18/...
907;33;17;Nissan;KICKS 21/... P15B
907;33;18;Nissan;QASHQAI
907;34;1;Mazda;NAVAJO
907;34;2;Mazda;CX9 06/16
907;36;1;Mitsubishi;*MONTERO 92/01
907;36;2;Mitsubishi;*MONTERO IO
907;36;3;Mitsubishi;NATIVA 97/01
907;36;4;Mitsubishi;MONTERO 01/07 Y 07/...
907;36;5;Mitsubishi;MONTERO SPORT
907;36;6;Mitsubishi;PAJERO
907;36;7;Mitsubishi;OUTLANDER 03/09
907;36;8;Mitsubishi;OUTLANDER SPORT 11/15
907;36;9;Mitsubishi;OUTLANDER 09/10 10/14
907;36;10;Mitsubishi;OUTLANDER 16/19 Y 19/...
907;37;1;Daihatsu;TERIOS .../01
907;37;2;Daihatsu;TERIOS 01/03
907;37;3;Daihatsu;ROCKY
907;37;4;Daihatsu;FEROZA
907;38;1;Ssangyong;*MUSSO 95/02 02/07
907;38;2;Ssangyong;NEW KORANDO 3P 97/02
907;38;3;Ssangyong;KORANDO 5P 93/97
907;38;4;Ssangyong;REXTON
907;38;5;Ssangyong;ACTYON
907;38;6;Ssangyong;RODIUS
907;38;7;Ssangyong;KYRON
907;38;8;Ssangyong;KORANO 15/...
907;39;1;Ika;JEEP
907;40;1;Opel;FRONTERA
907;41;1;Lada;NIVA
907;42;1;Asia;ROCSTA
907;42;2;Asia;RETONA
907;44;1;Aro;ARO 4X4
907;44;2;Aro;ARO 244
907;44;3;Aro;SPARTANA
907;45;1;Tata;SUMO
907;45;2;Tata;SAFARI
907;50;1;Maserati;LEVANTE 16/...
907;51;1;Porsche;CAYENNE 03/11
907;51;2;Porsche;CAYENNE 11/18
907;51;3;Porsche;MACAN 16/19 Y 19/...
907;51;4;Porsche;CAYENNE 18/...
907;51;5;Porsche;CAYENNE COUPE 19/...
907;52;1;Lexus;RS 300
907;52;2;Lexus;LX 450/470 98/07 07/15
907;52;3;Lexus;RX 330/350 97/03 03/09
907;52;4;Lexus;LX 570 07/15
907;52;5;Lexus;NX 300 19/...
907;52;6;Lexus;UX 19/...
907;52;7;Lexus;LX 570 20/22
907;52;8;Lexus;RX 20/..
907;52;9;Lexus;LX 600 URBAN 22/...
907;55;1;Jaguar;F-PACE 17/...
907;62;1;Willys;WILLYS
907;67;1;Bertone;FREECLIMBER
907;68;1;Mercury;MOUNTANIER
907;75;1;Changan;CS15 18/...
907;75;2;Changan;CS75 19/...
907;83;1;Infinity;FX35
907;83;2;Infinity;QX4 97/00
907;99;1;Hummer;H3
907;99;2;Hummer;H2
907;105;1;International;SCOUT
907;106;1;GMC;YUKON
907;106;2;GMC;SUBURBAN
907;106;3;GMC;JIMMY
907;106;4;GMC;ENVOY
907;107;1;Lincoln;NAVIGATOR
907;109;1;Chery;*TIGGO 08/13 13/16 (FL) T11
907;109;2;Chery;*TIGGO 3 16/17 17/22
907;109;3;Chery;*TIGGO 5 16/18 18/22 T21
907;109;4;Chery;TIGGO 2 18/20 J69
907;109;5;Chery;TIGGO 7 19/... T15
907;109;6;Chery;TIGGO 4 21/... J68
907;109;7;Chery;TIGOO 2 PRO 20/..
907;111;1;Beijing;BJ 2020
907;115;1;UAZ / VAZ;469B
907;116;1;Lifan;*X60 16/17 Y 17/18
907;116;2;Lifan;MYWAY 17/...
907;116;3;Lifan;X70 18/...
907;117;1;Geely;EMGRAND X7 17/...
907;117;2;Geely;EMGRAND GS 17/...
907;119;1;BAIC Beijing Autom.Indus.Hold;X25 17/...
907;119;2;BAIC Beijing Autom.Indus.Hold;DISPONIBLE
907;119;3;BAIC Beijing Autom.Indus.Hold;X55 17/20 Y 20/...
907;119;4;BAIC Beijing Autom.Indus.Hold;EX260 18/... 1ßELECTRICO!
907;119;5;BAIC Beijing Autom.Indus.Hold;X35 18/20
907;119;6;BAIC Beijing Autom.Indus.Hold;X35 20/...
907;120;1;DFSK;GLORY 580 22/...
907;121;1;JAC Motors;S2 18/...
907;121;2;JAC Motors;S3 18/...
907;121;3;JAC Motors;S5 18/...
907;121;4;JAC Motors;S7 20/...
907;122;1;Shineray / SWM;X7 19/...
907;122;2;Shineray / SWM;G01/G01F 20/...
907;123;1;Haval;H1 18/...
907;123;2;Haval;H2 18/...
907;123;3;Haval;***********DISPONIBLE
907;123;4;Haval;H6 COUPE 18/...
907;125;1;FAW;X40 20/...
907;125;2;FAW;DISPONIBLE2
907;127;1;Jetour;X70 20/...
